Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Country 1,Country 2,Country 3,Country 4,Country 5,Country 6,Country 7,Country 8,Country 9,Country 10,Country 11,Country 12,Country 13,Country 14,Country 15,Country 16,Country 17,Country 18,University 1,University 2,University 3,University 4,University 5,University 6,University 7,University 8,University 9,University 10,University 11,University 12,University 13,University 14,University 15,University 16,University 17,University 18,Author with Affliliation 1,Author with Affliliation 2,Author with Affliliation 3,Author with Affliliation 4,Author with Affliliation 5,Author with Affliliation 6,Author with Affliliation 7,Author with Affliliation 8,Author with Affliliation 9,Author with Affliliation 10,Document Type,Publication Stage,Source,EID
"Zaidi, Muhammad Afiq Hanif Bin Mohd (58138518300)","Wei, Alvin Yap Chee (57211559494)","Daud, Faiz Bin (56523048000)","Ramasenderan, Narendran (59328285100)","Sivanesan, Sivakumar (57203359474)",,,,,,58138518300; 57211559494; 56523048000; 59328285100; 57203359474,SMART IOT SCANNER FOR COVID-19 CONTACT TRACING,2022,Journal of Engineering Science and Technology,6,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149856529&partnerID=40&md5=53a803ee623d5f4e8067923881a29df3,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Universiti Kebangsaan Malaysia,,,,,,,,,,,,,,,,,Muhammad Afiq Hanif Bin Mohd Zaidi - Asia Pacific University of Technology and Innovation,Alvin Yap Chee Wei - Asia Pacific University of Technology and Innovation,Faiz Bin Daud - Bangi,Narendran Ramasenderan - Asia Pacific University of Technology and Innovation,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,,,,,,Article,Final,Scopus,2-s2.0-85149856529
"Thea, Sze Sien (58137171400)","Lau, Cheeyong (57216207202)","Lai, Nai Shyan (26655741900)",,,,,,,,58137171400; 57216207202; 26655741900,AUTOMATED IOT BASED AIR QUALITY MANAGEMENT SYSTEM EMPLOYING SENSORS AND MACHINE LEARNING,2022,Journal of Engineering Science and Technology,5,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149849342&partnerID=40&md5=7d04a29eaaaed69aac3ae9938b6196f2,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Sze Sien Thea - Asia Pacific University of Technology and Innovation,Cheeyong Lau - Asia Pacific University of Technology and Innovation,Nai Shyan Lai - Asia Pacific University of Technology and Innovation,,,,,,,,Article,Final,Scopus,2-s2.0-85149849342
"Thiruchelvam, Vinesh A.L. (55697499000)","Tham, Keat F. (58137843100)","Hasan, Mohammad S. (58118137100)","Bastaki, Benhur Bakhtiari (57201774562)","Bosakowski, Tomasz (57189333211)",,,,,,55697499000; 58137843100; 58118137100; 57201774562; 57189333211,RECENT CYBER BREACHES IN MALAYSIA AND POSSIBLE COUNTERMEASURES,2022,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149840859&partnerID=40&md5=261b4a926e4f172919d8a08424c9b0f2,Malaysia,United Kingdom,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,University of Staffordshire,,,,,,,,,,,,,,,,,Vinesh A.L. Thiruchelvam - Kuala Lumpur,Keat F. Tham - Kuala Lumpur,Mohammad S. Hasan - Stoke-on-Trent,Benhur Bakhtiari Bastaki - Stoke-on-Trent,Tomasz Bosakowski - Stoke-on-Trent,,,,,,Article,Final,Scopus,2-s2.0-85149840859
"Mi, Muhammad Zulkhairi Bin Che (58138742400)","Wei, Alvin Yap Chee (57211559494)","Thiruchelvam, Vinesh A.L. (55697499000)","Ravinchandra, Krishna A.L. (57148494700)",,,,,,,58138742400; 57211559494; 55697499000; 57148494700,MOBILE GAS MONITORING SYSTEM WITH IOT APPLICATION,2022,Journal of Engineering Science and Technology,1,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149840146&partnerID=40&md5=a607a819c95118cb8c28360dfd9d82b8,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Muhammad Zulkhairi Bin Che Mi - Asia Pacific University of Technology and Innovation,Alvin Yap Chee Wei - Asia Pacific University of Technology and Innovation,Vinesh A.L. Thiruchelvam - Asia Pacific University of Technology and Innovation,Krishna A.L. Ravinchandra - Asia Pacific University of Technology and Innovation,,,,,,,Article,Final,Scopus,2-s2.0-85149840146
"Yin, Celine Tioh Su (58137395800)","Dhakshyani, Ratnadurai (36052314700)",,,,,,,,,58137395800; 36052314700,AI-POWERED LOW-COST WEARABLE HEALTH TRACKER TARGETED TOWARDS ELDERLY IN DEVELOPING COUNTRIES,2022,Journal of Engineering Science and Technology,4,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149839855&partnerID=40&md5=c28afcdc4e541df4e696c013b95a763d,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Celine Tioh Su Yin - Asia Pacific University of Technology and Innovation,Ratnadurai Dhakshyani - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-85149839855
"Alexander, C. H.C. (59327650600)","Sivanesan, Sivakumar (57203359474)",,,,,,,,,59327650600; 57203359474,TO EVALUATE THE COLLABORATION COMPETENCY IN ENGINEERING EDUCATION BY USING COMPUTER SUPPORT COLLABORATION LEARNING (CSCL) METHOD,2022,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149839443&partnerID=40&md5=321fdd32ff38b6801bd1e1e1f414a5da,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,C. H.C. Alexander - Asia Pacific University of Technology and Innovation,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-85149839443
Wilson (58138292400),"Alexander, C. H.C. (59327650600)","Sivanesan, Sivakumar (57203359474)",,,,,,,,58138292400; 59327650600; 57203359474,WHEELCHAIR NAVIGATION WITH OBSTACLE AVOIDANCE USING VISION SYSTEM AND SENSORS,2022,Journal of Engineering Science and Technology,114,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149829838&partnerID=40&md5=b673e2ef2c926a31a3db77257dd1c9ba,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,null Wilson - Asia Pacific University of Technology and Innovation,C. H.C. Alexander - Asia Pacific University of Technology and Innovation,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,,,,,,,,Article,Final,Scopus,2-s2.0-85149829838
"Jet, Yap P. (58137395500)","Gideon, Leong Y.H. (58137619900)","Yue, Chew Zhen (58138065700)","Xuan, Sydney Chin Sy (58138741900)","Wenyi, Chua (58138742000)","Gobee, Suresh (56158305800)","Durairajah, B. Vickneswari (56158399500)",,,,58137395500; 58137619900; 58138065700; 58138741900; 58138742000; 56158305800; 56158399500,SMART ENERGY BUILDING MANAGEMENT SYSTEM,2022,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149823846&partnerID=40&md5=6d62134749fa8f67a3e599a8700f7275,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Yap P. Jet - Asia Pacific University of Technology and Innovation,Leong Y.H. Gideon - Asia Pacific University of Technology and Innovation,Chew Zhen Yue - Asia Pacific University of Technology and Innovation,Sydney Chin Sy Xuan - Asia Pacific University of Technology and Innovation,Chua Wenyi - Asia Pacific University of Technology and Innovation,Suresh Gobee - Asia Pacific University of Technology and Innovation,B. Vickneswari Durairajah - Asia Pacific University of Technology and Innovation,,,,Article,Final,Scopus,2-s2.0-85149823846
"Rantung, Gabriel Yosua (57211550111)","Wei, Alvin Yap Chee (57211559494)","Sivanesan, Sivakumar (57203359474)","Ravinchandra, Krishna A.L. (57148494700)",,,,,,,57211550111; 57211559494; 57203359474; 57148494700,ELECTRICITY OPTIMIZATION OF VENDING MACHINE WITH AUTOMATED RELAY AND ARTIFICIAL INTELLIGENT FOR SMART RETAILING ON INTERNET OF EVERYTHING,2022,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149816454&partnerID=40&md5=d1de760a72023d9bc28b9d2d5209a52d,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Gabriel Yosua Rantung - Asia Pacific University of Technology and Innovation,Alvin Yap Chee Wei - Asia Pacific University of Technology and Innovation,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,Krishna A.L. Ravinchandra - Asia Pacific University of Technology and Innovation,,,,,,,Article,Final,Scopus,2-s2.0-85149816454
"Lee, Yi Chen (58138742200)","Lai, Nai Shyan (26655741900)","Alexander, C. H.C. (59327650600)",,,,,,,,58138742200; 26655741900; 59327650600,MAZE NAVIGATION BY QUANTUM ROBOT: DEVELOPMENT OF QUANTUM MAZE SOLVING ALGORITHM,2022,Journal of Engineering Science and Technology,37,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149813970&partnerID=40&md5=a8f14714d33656dac3ade9e3fb8e832f,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Yi Chen Lee - Asia Pacific University of Technology and Innovation,Nai Shyan Lai - Asia Pacific University of Technology and Innovation,C. H.C. Alexander - Asia Pacific University of Technology and Innovation,,,,,,,,Article,Final,Scopus,2-s2.0-85149813970
"Lam, Ting Z. (58137395600)","Usmani, Zain Kaleem (58138742100)","Minaah, Ali (58137843200)","Khey, Chong P. (58138065800)","Qashmar, Saleh M.A. (58137843300)","Gobee, Suresh (56158305800)","Durairajah, B. Vickneswari (56158399500)",,,,58137395600; 58138742100; 58137843200; 58138065800; 58137843300; 56158305800; 56158399500,SMART ENERGY PERFORMANCE IMPROVEMENT ON PHOTOVOLTAIC (PV) SYSTEM,2022,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149811786&partnerID=40&md5=669e87403d28b1d5f5ed9f80c685e437,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Ting Z. Lam - Asia Pacific University of Technology and Innovation,Zain Kaleem Usmani - Asia Pacific University of Technology and Innovation,Ali Minaah - Asia Pacific University of Technology and Innovation,Chong P. Khey - Asia Pacific University of Technology and Innovation,Saleh M.A. Qashmar - Asia Pacific University of Technology and Innovation,Suresh Gobee - Asia Pacific University of Technology and Innovation,B. Vickneswari Durairajah - Asia Pacific University of Technology and Innovation,,,,Article,Final,Scopus,2-s2.0-85149811786
"Nataraj, Chandrasekharan (56878677800)","Tiwari, Ramji (57189686261)","Sivanesan, Sivakumar (57203359474)",,,,,,,,56878677800; 57189686261; 57203359474,EFFICIENT ENERGY CONTROLLING STRATEGY FOR HYBRID POWER HARVESTING SYSTEM,2022,Journal of Engineering Science and Technology,15,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149617315&partnerID=40&md5=f812aae687cb1b42b7b455226688f1b4,Malaysia,India,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Sri Krishna College of Engineering and Technology Coimbatore,,,,,,,,,,,,,,,,,Chandrasekharan Nataraj - Asia Pacific University of Technology and Innovation,Ramji Tiwari - Sri Krishna College of Engineering and Technology Coimbatore,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,,,,,,,,Article,Final,Scopus,2-s2.0-85149617315
"Sivaraos, S. (57209836946)","Sivakumar, Sivanesan (59110975500)","Ramesh, S. (41061958200)","Lee, Kit Yee Sara (57221177925)","Salleh, M. S. (56819338800)","Md Ali, Mohd Amran (57218216357)","Rao, Dharsyanth (58042180300)","Kadirgama, Kumaran Al (12761486500)","Satish, Pujari (57212385887)","Vatesh, U. K. (56270107300)",57209836946; 59110975500; 41061958200; 57221177925; 56819338800; 57218216357; 58042180300; 12761486500; 57212385887; 56270107300,FINITE ELEMENT ANALYSIS OF STRESS DISTRIBUTION ON HIGH-HEELED SHOES,2022,Journal of Engineering Science and Technology,0,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145565935&partnerID=40&md5=5b89319bed97cdbba3a2eb99446edb84,Malaysia,Malaysia,Malaysia,Brunei Darussalam,Malaysia,Malaysia,Malaysia,India,India,,,,,,,,,,Universiti Teknikal Malaysia Melaka,Asia Pacific University of Technology and Innovation,Universiti Malaya,Universiti Teknologi Brunei,Tunku Abdul Rahman University of Management and Technology,Universiti Tenaga Nasional,Universiti Malaysia Pahang Al-Sultan Abdullah,Lendi Institute of Engineering & Technology,Amity University,,,,,,,,,,S. Sivaraos - Malacca,Sivanesan Sivakumar - Asia Pacific University of Technology and Innovation,S. Ramesh - Universiti Malaya,Kit Yee Sara Lee - Tunku Abdul Rahman University of Management and Technology,M. S. Salleh - Malacca,Mohd Amran Md Ali - Malacca,Dharsyanth Rao - Kajang,Kumaran Al Kadirgama - Universiti Malaysia Pahang Al-Sultan Abdullah,Pujari Satish - Denkada,U. K. Vatesh - Amity University,Article,Final,Scopus,2-s2.0-85145565935
"Paraman, Pradeep (57226133309)","Annamalah, Sanmugam (54917589700)","Vlachos, Peter (56865691000)","Ahmed, Selim (56098522600)","Balasubramaniam, Arunnan (57191222125)","Kadir, Baharudin (57194395464)","Raman, Murali (56238888000)","Wong, Cheehoo (57229968500)",,,57226133309; 54917589700; 56865691000; 56098522600; 57191222125; 57194395464; 56238888000; 57229968500,Dynamic Effect of Flow on Impulsive Consumption: Evidence from Southeast Asian Live Streaming Platforms,2022,"Journal of Open Innovation: Technology, Market, and Complexity",13,10.3390/joitmc8040212,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144644421&doi=10.3390%2Fjoitmc8040212&partnerID=40&md5=d22b5cca2e7a9aa49d1a89ffb440621e,Malaysia,United Kingdom,Bangladesh,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,SEGi University,University of Greenwich,World University of Bangladesh,Universiti Kuala Lumpur,Asia Pacific University of Technology and Innovation,INTI International University,,,,,,,,,,,,,Pradeep Paraman - Petaling Jaya,Sanmugam Annamalah - Petaling Jaya,Peter Vlachos - University of Greenwich,Selim Ahmed - World University of Bangladesh,Arunnan Balasubramaniam - Petaling Jaya,Baharudin Kadir - Kuala Lumpur,Murali Raman - Asia Pacific University of Technology and Innovation,Cheehoo Wong - INTI International University,,,Article,Final,Scopus,2-s2.0-85144644421
"Ashena, Rahman (36695860500)","Lukose, Jacqueline (56622950300)","Rahimi, Reza (57201574331)","Razmjoo, Michael (58134460000)","Ghadri, Mohmmadali (58134862200)","Moradi, Atabak (58135260800)","Kord, S. (50961205700)",,,,36695860500; 56622950300; 57201574331; 58134460000; 58134862200; 58135260800; 50961205700,USING ABANDONED OIL AND GAS WELLS FOR PRODUCTION OF GEOTHERMAL ENERGY AS A RENEWABLE SOURCE-OVERVIEW OF SOME CASE STUDIES,2022,Journal of Engineering Science and Technology,2,nan,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143047728&partnerID=40&md5=dd6921eae0b46dacf92d6bc2967bf632,Malaysia,Iran,Iran,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Petroleum University of Technology,Petroleum University of Technology,,,,,,,,,,,,,,,,Rahman Ashena - Asia Pacific University of Technology and Innovation,Jacqueline Lukose - Asia Pacific University of Technology and Innovation,Reza Rahimi - Petroleum University of Technology,Michael Razmjoo - Petroleum University of Technology,Mohmmadali Ghadri - Petroleum University of Technology,Atabak Moradi - Petroleum University of Technology,S. Kord - Petroleum University of Technology,,,,Article,Final,Scopus,2-s2.0-85143047728
"Nosheen, Farhana (35102925100)","Malik, Nazia (57209114600)","Mehmood, Zaid (57220367946)","Jabeen, Fariha (57225459684)","Mahmood, Abid (7201956194)","Ibrahim, Muhammad Khalid (7402468437)","Bokhari, Awais (55251309900)","Mubashir, Muhammad (55234503500)","Fatt Chuah, Lai Fatt (56589691800)","Loke Show, Pau Loke (47861451300)",35102925100; 57209114600; 57220367946; 57225459684; 7201956194; 7402468437; 55251309900; 55234503500; 56589691800; 47861451300,Biomedical waste management associated with infectious diseases among health care professionals in apex hospitals of a typical south asian city,2022,Environmental Research,25,10.1016/j.envres.2022.114240,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138417713&doi=10.1016%2Fj.envres.2022.114240&partnerID=40&md5=caeba55030daee11f623ee193253777d,Pakistan,Pakistan,Pakistan,Pakistan,Czech Republic,Malaysia,Malaysia,Malaysia,China,India,,,,,,,,,Government College University Faisalabad,Government College University Faisalabad,Government College University Faisalabad,COMSATS Institute of Information Technology Lahore,Brno University of Technology,Asia Pacific University of Technology and Innovation,Universiti Malaysia Terengganu,The University of Nottingham Malaysia Campus,Wenzhou University,Saveetha School of Engineering,,,,,,,,,Farhana Nosheen - Government College University Faisalabad,Nazia Malik - Government College University Faisalabad,Zaid Mehmood - Government College University Faisalabad,Fariha Jabeen - Government College University Faisalabad,Abid Mahmood - Government College University Faisalabad,Muhammad Khalid Ibrahim - Government College University Faisalabad,Awais Bokhari - COMSATS Institute of Information Technology Lahore,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Lai Fatt Fatt Chuah - Universiti Malaysia Terengganu,Pau Loke Loke Show - The University of Nottingham Malaysia Campus,Article,Final,Scopus,2-s2.0-85138417713
"Haq, Fazal (57201290424)","Farid, Arshad (57336510700)","Ullah, Naveed (58568542100)","Kiran, Mehwish (23009018200)","Khan, Rizwan Ullah (58664191900)","Aziz, Tariq (57189873999)","Mehmood, Sahid (57207740705)","Haroon, Muhammad (58837103900)","Mubashir, Muhammad (55234503500)","Bokhari, Awais (55251309900)",57201290424; 57336510700; 58568542100; 23009018200; 58664191900; 57189873999; 57207740705; 58837103900; 55234503500; 55251309900,A study on the uptake of methylene blue by biodegradable and eco-friendly carboxylated starch grafted polyvinyl pyrrolidone,2022,Environmental Research,36,10.1016/j.envres.2022.114241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138320294&doi=10.1016%2Fj.envres.2022.114241&partnerID=40&md5=88ca878974ad14d2597899d239c74e67,Pakistan,Pakistan,Pakistan,China,China,Pakistan,Malaysia,Pakistan,Czech Republic,Malaysia,Malaysia,,,,,,,,Gomal University,Gomal University,Gomal University,Westlake University,Zhejiang University,University of Turbat,Asia Pacific University of Technology and Innovation,COMSATS Institute of Information Technology Lahore,Brno University of Technology,Universiti Malaysia Terengganu,The University of Nottingham Malaysia Campus,,,,,,,,Fazal Haq - Gomal University,Arshad Farid - Gomal University,Naveed Ullah - Gomal University,Mehwish Kiran - Gomal University,Rizwan Ullah Khan - Gomal University,Tariq Aziz - Westlake University,Sahid Mehmood - Zhejiang University,Muhammad Haroon - University of Turbat,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Awais Bokhari - Lahore,Article,Final,Scopus,2-s2.0-85138320294
"Ramachandran, Jayalakshmy (56089759300)","Subramaniam, Geetha (7003905555)","Yee, Angelina Seow Voon (57874446200)","Ponnusamy, Vanitha (56581792000)",,,,,,,56089759300; 7003905555; 57874446200; 56581792000,Role of collective and personal virtues in corporate citizenship and business success: a mixed method approach,2022,Asian Journal of Business Ethics,6,10.1007/s13520-022-00150-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137198206&doi=10.1007%2Fs13520-022-00150-5&partnerID=40&md5=bc89913958f59cf9dbf29ae720dd57d2,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,,Nottingham University Business School Malaysia,SEGi University,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,Jayalakshmy Ramachandran - Semenyih,Geetha Subramaniam - SEGi University,Angelina Seow Voon Yee - Kuala Lumpur,Vanitha Ponnusamy - Semenyih,,,,,,,Article,Final,Scopus,2-s2.0-85137198206
"Awalin, Lilik Jamilatul (55512955000)","Halim, Syahirah A. (57211183556)",Syahiman (57826767100),"Ramli, Nor Azuana (57193734914)","Naidu, Kanendra P.Kishore Lakshman (18434522500)","Ismail, Bazilah (57210906675)","Mohd Rosli, Hazwani (57193756832)","Ali, Ibrahim (57210387165)",,,55512955000; 57211183556; 57826767100; 57193734914; 18434522500; 57210906675; 57193756832; 57210387165,Dynamic modeling of power network-integrated wind turbine,2022,Wind Engineering,0,10.1177/0309524X221108465,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135236821&doi=10.1177%2F0309524X221108465&partnerID=40&md5=69272a2e558fa4255a4968698baef6a8,Indonesia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,Universitas Airlangga,Universiti Kebangsaan Malaysia,Universiti Kuala Lumpur,Universiti Malaysia Pahang Al-Sultan Abdullah,Universiti Teknologi MARA,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,Lilik Jamilatul Awalin - Universitas Airlangga,Syahirah A. Halim - Universiti Kebangsaan Malaysia,null Syahiman - Kuala Lumpur,Nor Azuana Ramli - Universiti Malaysia Pahang Al-Sultan Abdullah,Kanendra P.Kishore Lakshman Naidu - Shah Alam,Bazilah Ismail - Kuala Lumpur,Hazwani Mohd Rosli - Asia Pacific University of Technology and Innovation,Ibrahim Ali - Kuala Lumpur,,,Article,Final,Scopus,2-s2.0-85135236821
"Hanbazazah, Abdulkader S. (57201033466)","Ali, Abulhassan (56435091800)","Alsaady, Mustafa (56401815100)","Yan, Yuying (57299346300)","Murshid, Ghulam (37662124900)","Khoo, Kuan Shiong (57209198778)","Mubashir, Muhammad (55234503500)","Abdulrahman, Aymn (12768998600)","Ahmed, Anas (59738764500)","Bin-Mahfouz, Abdullah Salmeen (57211413349)",57201033466; 56435091800; 56401815100; 57299346300; 37662124900; 57209198778; 55234503500; 12768998600; 59738764500; 57211413349,Optimization and experimental analysis of sustainable solar collector efficiency under the influence of magnetic nanofluids,2022,Applied Nanoscience (Switzerland),11,10.1007/s13204-022-02533-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134001327&doi=10.1007%2Fs13204-022-02533-3&partnerID=40&md5=329f3519563ee5a5c48d0f7aa2738056,Saudi Arabia,Saudi Arabia,United Kingdom,Oman,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,University of Jeddah,University of Jeddah,University of Nottingham,Sultan Qaboos University,UCSI University,Asia Pacific University of Technology and Innovation,The University of Nottingham Malaysia Campus,,,,,,,,,,,,Abdulkader S. Hanbazazah - University of Jeddah,Abulhassan Ali - University of Jeddah,Mustafa Alsaady - University of Jeddah,Yuying Yan - University of Nottingham,Ghulam Murshid - Sultan Qaboos University,Kuan Shiong Khoo - UCSI University,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Aymn Abdulrahman - University of Jeddah,Anas Ahmed - University of Jeddah,Abdullah Salmeen Bin-Mahfouz - University of Jeddah,Article,Final,Scopus,2-s2.0-85134001327
"Sekar, Vignesh (57211206969)","Se Yong, Eh Noum (57370999500)","Putra, Azma (55212663600)","Sivanesan, Sivakumar (57203359474)","Chin Vui Sheng, Desmond Daniel (57191611415)",,,,,,57211206969; 57370999500; 55212663600; 57203359474; 57191611415,Fabrication of light-weighted acoustic absorbers made of natural fiber composites via additive manufacturing,2022,International Journal of Lightweight Materials and Manufacture,28,10.1016/j.ijlmm.2022.06.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133813099&doi=10.1016%2Fj.ijlmm.2022.06.007&partnerID=40&md5=427662c416b2b822ef7d9072b2d7c66b,Malaysia,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,Taylor's University Malaysia,Universiti Teknikal Malaysia Melaka,Asia Pacific University of Technology and Innovation,Faculty of Engineering,,,,,,,,,,,,,,,Vignesh Sekar - Taylor's University Malaysia,Eh Noum Se Yong - Taylor's University Malaysia,Azma Putra - Universiti Teknikal Malaysia Melaka,Sivakumar Sivanesan - Asia Pacific University of Technology and Innovation,Desmond Daniel Chin Vui Sheng - Faculty of Engineering,,,,,,Article,Final,Scopus,2-s2.0-85133813099
"Sadia, Mamoona (58038799000)","Mahmood, Abid (7201956194)","Ibrahim, Muhammad Khalid (7402468437)","Irshad, Muhammad Kashif (58584307200)","Quddusi, Abul Hassan Ali (57221617465)","Bokhari, Awais (55251309900)","Mubashir, Muhammad (55234503500)","Fatt Chuah, Lai Fatt (56589691800)","Loke Show, Pau Loke (47861451300)",,58038799000; 7201956194; 7402468437; 58584307200; 57221617465; 55251309900; 55234503500; 56589691800; 47861451300,"Microplastics pollution from wastewater treatment plants: A critical review on challenges, detection, sustainable removal techniques and circular economy",2022,Environmental Technology and Innovation,106,10.1016/j.eti.2022.102946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145359709&doi=10.1016%2Fj.eti.2022.102946&partnerID=40&md5=84687aec86691c49445de9179aba6704,Pakistan,Saudi Arabia,Pakistan,Czech Republic,Malaysia,Malaysia,Malaysia,China,India,,,,,,,,,,Government College University Faisalabad,University of Jeddah,COMSATS Institute of Information Technology Lahore,Brno University of Technology,Asia Pacific University of Technology and Innovation,Universiti Malaysia Terengganu,The University of Nottingham Malaysia Campus,Wenzhou University,Saveetha School of Engineering,,,,,,,,,,Mamoona Sadia - Government College University Faisalabad,Abid Mahmood - Government College University Faisalabad,Muhammad Khalid Ibrahim - Government College University Faisalabad,Muhammad Kashif Irshad - Government College University Faisalabad,Abul Hassan Ali Quddusi - University of Jeddah,Awais Bokhari - COMSATS Institute of Information Technology Lahore,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Lai Fatt Fatt Chuah - Universiti Malaysia Terengganu,Pau Loke Loke Show - The University of Nottingham Malaysia Campus,,Article,Final,Scopus,2-s2.0-85145359709
"Gopinathan, Sharmini (57189847685)","Kaur, Anisha Haveena (57209512026)","Ming, Laiming (57979699200)","Alias, Mazni Binti (55513765300)","Veeraya, Segaran (57739851100)",,,,,,57189847685; 57209512026; 57979699200; 55513765300; 57739851100,Awareness of Behavioural Intervention Strategies in Curbing Mental Health Issues among Youth in Malaysia,2022,International Journal of Environmental Research and Public Health,2,10.3390/ijerph192215376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142524403&doi=10.3390%2Fijerph192215376&partnerID=40&md5=f13c8d753d642e8225c1d69205fddc3e,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Multimedia University,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Sharmini Gopinathan - Multimedia University,Anisha Haveena Kaur - Multimedia University,Laiming Ming - Multimedia University,Mazni Binti Alias - Multimedia University,Segaran Veeraya - Asia Pacific University of Technology and Innovation,,,,,,Article,Final,Scopus,2-s2.0-85142524403
"Ramasamy, R. Kanesaraj (56439066800)","Chua, Fangfang (24469897000)","Haw, Su Cheng (57885692500)","Ho, C. K (7404653454)",,,,,,,56439066800; 24469897000; 57885692500; 7404653454,"WSFeIn: A Novel, Dynamic Web Service Composition Adapter for Cloud-Based Mobile Application",2022,Sustainability (Switzerland),0,10.3390/su142113946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141887902&doi=10.3390%2Fsu142113946&partnerID=40&md5=597455c3d4464e25c40d63d257cc7c7b,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Multimedia University,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,R. Kanesaraj Ramasamy - Multimedia University,Fangfang Chua - Multimedia University,Su Cheng Haw - Multimedia University,C. K Ho - Asia Pacific University of Technology and Innovation,,,,,,,Article,Final,Scopus,2-s2.0-85141887902
