Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Iqbal, A.; Rana, M.E.","Iqbal, Afreen (57211316159); Rana, Muhammad Ehsan (57189235083)",57211316159; 57189235083,Smart Health Technology Model for Adoption of IoT in Automobiles for Driver's Safety,2022,,7,10.1109/DASA54658.2022.9765239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130175240&doi=10.1109%2FDASA54658.2022.9765239&partnerID=40&md5=6efc401ebb291e4865edd7d9271ddb73,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Iqbal, Afreen, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130175240
"Yong, A.; Rana, M.E.; Shanmugam, K.","Yong, Angel (57694708800); Rana, Muhammad Ehsan (57189235083); Shanmugam, Kamalanathan (57207794748)",57694708800; 57189235083; 57207794748,Improved Shopping Experience Through RFID Based Smart Shopping System,2022,,19,10.1109/DASA54658.2022.9765064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130171174&doi=10.1109%2FDASA54658.2022.9765064&partnerID=40&md5=ea149e0350d9217356fe9eb19c683234,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Yong, Angel, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Shanmugam, Kamalanathan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130171174
"Cae-Li, C.; Rana, M.E.; Shanmugam, K.","Cae-Li, Chiew (57215505152); Rana, Muhammad Ehsan (57189235083); Shanmugam, Kamalanathan (57207794748)",57215505152; 57189235083; 57207794748,Recommendations for Developing an IoT based Smart Mirror with Gesture Control,2022,,3,10.1109/DASA54658.2022.9764996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130163386&doi=10.1109%2FDASA54658.2022.9764996&partnerID=40&md5=8fc5a3aee3db10b08c16bbabea0dd201,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Cae-Li, Chiew, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Shanmugam, Kamalanathan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130163386
"Rana, M.E.; Halim, J.; Shanmugam, K.","Rana, Muhammad Ehsan (57189235083); Halim, Junie (57695428300); Shanmugam, Kamalanathan (57207794748)",57189235083; 57695428300; 57207794748,Architectural Design and Development Recommendations for iBeacon based Smart Shelves in a Retail Store,2022,,6,10.1109/DASA54658.2022.9765006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130152062&doi=10.1109%2FDASA54658.2022.9765006&partnerID=40&md5=89b8b04a30df65532e5a0c4a31d6fed8,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Rana, Muhammad Ehsan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Halim, Junie, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Shanmugam, Kamalanathan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130152062
"Moosa, H.; Rana, M.E.","Moosa, Hanna (57695836800); Rana, Muhammad Ehsan (57189235083)",57695836800; 57189235083,Addressing Big Data Analytics Issues and Challenges Using Cloud Infrastructure,2022,,3,10.1109/DASA54658.2022.9765133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130146753&doi=10.1109%2FDASA54658.2022.9765133&partnerID=40&md5=dadab64786f58557cb849206bcfb6051,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Moosa, Hanna, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130146753
"Dzulhikam, D.; Rana, M.E.","Dzulhikam, Dzulaisar (57694707400); Rana, Muhammad Ehsan (57189235083)",57694707400; 57189235083,A Critical Review of Cloud Computing Environment for Big Data Analytics,2022,,22,10.1109/DASA54658.2022.9765168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130142543&doi=10.1109%2FDASA54658.2022.9765168&partnerID=40&md5=7f67d93e80c53f583a8dc490f3369655,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Dzulhikam, Dzulaisar, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130142543
"Yen Ling, L.; Rana, M.E.; Al-Maatouk, Q.","Yen Ling, Lai (57694707100); Rana, Muhammad Ehsan (57189235083); Al-Maatouk, Qusay (57202853274)",57694707100; 57189235083; 57202853274,Critical Review of Design Considerations in Forming a Cloud Infrastructure for SMEs,2022,,7,10.1109/DASA54658.2022.9765167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130132905&doi=10.1109%2FDASA54658.2022.9765167&partnerID=40&md5=7c79d308af893a3ec23fe59b8557f84e,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Digital, University of Staffordshire, Stoke-on-Trent, Staffordshire, United Kingdom","Yen Ling, Lai, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Al-Maatouk, Qusay, Department of Digital, University of Staffordshire, Stoke-on-Trent, Staffordshire, United Kingdom",Conference paper,Scopus,2-s2.0-85130132905
"Rana, M.E.; Shanmugam, K.; Yi, K.Q.","Rana, Muhammad Ehsan (57189235083); Shanmugam, Kamalanathan (57207794748); Yi, Kwang Qin (57695666900)",57189235083; 57207794748; 57695666900,IoT Based Reverse Vending Machine to Identify Aluminium Material and Allocate Point Reward,2022,,13,10.1109/DASA54658.2022.9765296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130118090&doi=10.1109%2FDASA54658.2022.9765296&partnerID=40&md5=6a1fa798331804ece0a877bb1124128b,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Rana, Muhammad Ehsan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Shanmugam, Kamalanathan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Yi, Kwang Qin, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130118090
"Wei Zhang, L.; Shanmugam, K.; Rana, M.E.","Wei Zhang, Lee (57694700100); Shanmugam, Kamalanathan (57207794748); Rana, Muhammad Ehsan (57189235083)",57694700100; 57207794748; 57189235083,IoT Based Intelligent Energy Monitoring System for Computer Laboratories,2022,,6,10.1109/DASA54658.2022.9765295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130100141&doi=10.1109%2FDASA54658.2022.9765295&partnerID=40&md5=f324b8aba25f95a7268766ba5248fe95,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Wei Zhang, Lee, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Shanmugam, Kamalanathan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130100141
"Pin Keong, E.; Rana, M.E.; Abdul Hameed, V.","Pin Keong, Er (57695675800); Rana, Muhammad Ehsan (57189235083); Abdul Hameed, Vazeerudeen Abdul (55337123400)",57695675800; 57189235083; 55337123400,Crop Suitability Prediction Model for Malaysian Crop Diversification,2022,,18,10.1109/DASA54658.2022.9765283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130099648&doi=10.1109%2FDASA54658.2022.9765283&partnerID=40&md5=7b825ac1df9ca0a10a70f4a9c6c7d2f6,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Pin Keong, Er, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Abdul Hameed, Vazeerudeen Abdul, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85130099648
"Kumar, S.; Prabha, R.; Samuel, S.","Kumar, Sathish (57226009060); Prabha, Rama (60025617800); Samuel, Selvakumar (36195067000)",57226009060; 60025617800; 36195067000,Sentiment Analysis and Emotion Detection with Healthcare Perspective,2022,Studies in Computational Intelligence,11,10.1007/978-981-19-1076-0_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128975691&doi=10.1007%2F978-981-19-1076-0_11&partnerID=40&md5=2d44c1ed637150e43336e6ce6b48b185,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Nehru Arts and Science College, Coimbatore, Coimbatore, TN, India","Kumar, Sathish, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Prabha, Rama, Nehru Arts and Science College, Coimbatore, Coimbatore, TN, India; Samuel, Selvakumar, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Book chapter,Scopus,2-s2.0-85128975691
"Samuel, S.","Samuel, Selvakumar (36195067000)",36195067000,Immersive Technologies in the Healthcare Space,2022,Studies in Computational Intelligence,4,10.1007/978-981-19-1076-0_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128920750&doi=10.1007%2F978-981-19-1076-0_22&partnerID=40&md5=6da5579943b205147a7dedbf9216e27a,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Samuel, Selvakumar, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Book chapter,Scopus,2-s2.0-85128920750
"Shanmugam, K.; Rana, M.E.; Ong, G.","Shanmugam, Kamalanathan (57207794748); Rana, Muhammad Ehsan (57189235083); Ong, Grace (57560513300)",57207794748; 57189235083; 57560513300,IoT based Indoor Senior Citizen Monitoring and Alerting System,2022,,3,10.1109/IMCOM53663.2022.9721797,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127519479&doi=10.1109%2FIMCOM53663.2022.9721797&partnerID=40&md5=bcfc08a34dab83c0156ff95892bb704b,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Shanmugam, Kamalanathan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ong, Grace, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85127519479
"Islam, M.A.; Rana, M.E.","Islam, Mohammed Adnan (57559500000); Rana, Muhammad Ehsan (57189235083)",57559500000; 57189235083,Utilization of Big Data with Cloud Computing in Modern Business Environment: A Review,2022,,2,10.1109/IMCOM53663.2022.9721778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127499630&doi=10.1109%2FIMCOM53663.2022.9721778&partnerID=40&md5=ef747ca4fc3199f217af6ced81bc8c38,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Islam, Mohammed Adnan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85127499630
"Lew, W.C.; Rana, M.E.; Abdul Hameed, V.","Lew, Weichun (57560512900); Rana, Muhammad Ehsan (57189235083); Abdul Hameed, Vazeerudeen Abdul (55337123400)",57560512900; 57189235083; 55337123400,A Comparative Investigation on the Use of Cloud Computing for Big Data Analytics,2022,,18,10.1109/IMCOM53663.2022.9721790,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127495253&doi=10.1109%2FIMCOM53663.2022.9721790&partnerID=40&md5=012edae4d49cc34a2b6e27d3424709e0,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Lew, Weichun, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Abdul Hameed, Vazeerudeen Abdul, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85127495253
"Jia, H.L.; Abdul Hameed, V.; Rana, M.E.","Jia, Hii Lee (57560374500); Abdul Hameed, Vazeerudeen Abdul (55337123400); Rana, Muhammad Ehsan (57189235083)",57560374500; 55337123400; 57189235083,CyberSaver-A Machine Learning Approach to Detection of Cyber Bullying,2022,,11,10.1109/IMCOM53663.2022.9721630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127460472&doi=10.1109%2FIMCOM53663.2022.9721630&partnerID=40&md5=3995babfef59dfb835f4f900aadc1eec,"School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Jia, Hii Lee, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Abdul Hameed, Vazeerudeen Abdul, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rana, Muhammad Ehsan, School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85127460472
"Roohi, A.; Ashena, R.; Thonhauser, G.; Finkbeiner, T.; Gerbaud, L.; Rasouli, V.","Roohi, Abbas (35734932600); Ashena, Rahman (36695860500); Thonhauser, Gerhard (6603149038); Finkbeiner, Thomas (6603695314); Gerbaud, Laurent (57196589255); Rasouli, Vamegh (33767991500)",35734932600; 36695860500; 6603149038; 6603695314; 57196589255; 33767991500,An Experimental Investigation of Drilling Performance Improvement Using Reaming While Drilling,2022,Journal of Energy Resources Technology,12,10.1115/1.4052611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127417007&doi=10.1115%2F1.4052611&partnerID=40&md5=078c25dd6fe3dbc66400fd7a78830a11,"Department of Petroleum Engineering, Montanuniversitat Leoben, Leoben, Styria, Austria; Petroleum Engineering Team, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Physical Sciences and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; Mines Paris - PSL, Paris, Ile-de-France, France; College of Engineering & Mines, Grand Forks, ND, United States","Roohi, Abbas, Department of Petroleum Engineering, Montanuniversitat Leoben, Leoben, Styria, Austria; Ashena, Rahman, Petroleum Engineering Team, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Thonhauser, Gerhard, Department of Petroleum Engineering, Montanuniversitat Leoben, Leoben, Styria, Austria; Finkbeiner, Thomas, Physical Sciences and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Makkah, Saudi Arabia; Gerbaud, Laurent, Mines Paris - PSL, Paris, Ile-de-France, France; Rasouli, Vamegh, College of Engineering & Mines, Grand Forks, ND, United States",Article,Scopus,2-s2.0-85127417007
"Ashena, R.; Bahreini, H.; Ghalambor, A.; Sahraei, E.; Darab, M.A.L.","Ashena, Rahman (36695860500); Bahreini, Hossein (57490389900); Ghalambor, Ali (7004127009); Sahraei, Eghbal (55808705300); Darab, Majid Ahmad Loi (57489659100)",36695860500; 57490389900; 7004127009; 55808705300; 57489659100,Investigation of Parameters Controlling Equivalent Circulating Density ECD in Managed Pressure Drilling MPD,2022,Proceedings - SPE International Symposium on Formation Damage Control,5,10.2118/208869-MS,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126451034&doi=10.2118%2F208869-MS&partnerID=40&md5=4232641936cf7880b0f0b7da8f961103,"Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Oil Center Research International","Ashena, Rahman, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Bahreini, Hossein, ; Ghalambor, Ali, Oil Center Research International; Sahraei, Eghbal, ; Darab, Majid Ahmad Loi, ",Conference paper,Scopus,2-s2.0-85126451034
"Gopinathan, S.; Kaur, A.H.; Ramasamy, K.; Raman, M.","Gopinathan, Sharmini (57189847685); Kaur, Anisha Haveena (57209512026); Ramasamy, Kanesaraj (57413739900); Raman, Murali (56238888000)",57189847685; 57209512026; 57413739900; 56238888000,Enhancing innovative delivery in schools using design thinking,2022,F1000Research,4,10.12688/f1000research.72860.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122896265&doi=10.12688%2Ff1000research.72860.3&partnerID=40&md5=f01c98897d5ef6d7964727f2875e5bab,"Faculty of Management, Multimedia University, Cyberjaya, Selangor, Malaysia; Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Selangor, Malaysia; Research and Innovation, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Gopinathan, Sharmini, Faculty of Management, Multimedia University, Cyberjaya, Selangor, Malaysia; Kaur, Anisha Haveena, Faculty of Management, Multimedia University, Cyberjaya, Selangor, Malaysia; Ramasamy, Kanesaraj, Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Selangor, Malaysia; Raman, Murali, Research and Innovation, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Article,Scopus,2-s2.0-85122896265
"Suhaimi, N.H.; Yeong, Y.F.; Jusoh, N.; Chew, T.L.; Bustam, M.A.; Mubashir, M.","Suhaimi, Nadia Hartini (57214777218); Yeong, Yin Fong (25823579000); Jusoh, Norwahyu Binti (54991089100); Chew, Thiam Leng (57202624146); Bustam, Mohamad Azmi (6505688496); Mubashir, Muhammad (55234503500)",57214777218; 25823579000; 54991089100; 57202624146; 6505688496; 55234503500,Altering sorption and diffusion coefficients of gases in 6FDA-based membrane via addition of functionalized Ti-based fillers,2022,Polymer Composites,5,10.1002/pc.26389,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118656499&doi=10.1002%2Fpc.26389&partnerID=40&md5=63e1937999594dbda12b13d47fb493e2,"Department of Chemical Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; R&D Building, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Department of Petroleum Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Suhaimi, Nadia Hartini, Department of Chemical Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia, R&D Building, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Yeong, Yin Fong, Department of Chemical Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia, R&D Building, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Jusoh, Norwahyu Binti, Department of Chemical Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia, R&D Building, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Chew, Thiam Leng, Department of Chemical Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia, R&D Building, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Bustam, Mohamad Azmi, Department of Chemical Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, Malaysia; Mubashir, Muhammad, Department of Petroleum Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Article,Scopus,2-s2.0-85118656499
"Nawaz, S.; Ahmad, M.; Asif, S.; Klemeš, J.J.; Mubashir, M.; Munir, M.; Zafar, M.; Bokhari, A.; Mukhtar, A.; Saqib, S.; Khoo, K.S.; Loke Show, P.L.","Nawaz, Sumra (57322777400); Ahmad, Mushtaq (56430353500); Asif, Saira (36636749300); Klemeš, Jiří Jaromír (56903012000); Mubashir, Muhammad (55234503500); Munir, Mamoona (42061993800); Zafar, Muhammad Zeshan (55584792044); Bokhari, Awais (55251309900); Mukhtar, Ahmad (57221157284); Saqib, Sidra (57204928480); Khoo, Kuan Shiong (57209198778); Loke Show, Pau Loke (47861451300)",57322777400; 56430353500; 36636749300; 56903012000; 55234503500; 42061993800; 55584792044; 55251309900; 57221157284; 57204928480; 57209198778; 47861451300,Phyllosilicate derived catalysts for efficient conversion of lignocellulosic derived biomass to biodiesel: A review,2022,Bioresource Technology,67,10.1016/j.biortech.2021.126068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118502474&doi=10.1016%2Fj.biortech.2021.126068&partnerID=40&md5=12956d080f805fc41fe4e35926a82a3a,"Department of Plant Sciences, Quaid-i-Azam University, Islamabad, Islamabad, Pakistan; Sustainable Process Integration Laboratory – SPIL, Brno University of Technology, Faculty of Mechanical Engineering, Brno, South Moravian Region, Czech Republic; Department of Botany, PMAS-Arid Agriculture University Rawalpindi, Rawalpindi, Punjab, Pakistan; Department of Petroleum Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Biological Sciences, International Islamic University, Islamabad, Islamabad, Pakistan; COMSATS Institute of Information Technology Lahore, Lahore, Punjab, Pakistan; Department of Chemical Engineering, NFC Institute of Engineering And Fertilizer Research, Faisalabad, Punjab, Pakistan; Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia","Nawaz, Sumra, Department of Plant Sciences, Quaid-i-Azam University, Islamabad, Islamabad, Pakistan; Ahmad, Mushtaq, Department of Plant Sciences, Quaid-i-Azam University, Islamabad, Islamabad, Pakistan; Asif, Saira, Sustainable Process Integration Laboratory – SPIL, Brno University of Technology, Faculty of Mechanical Engineering, Brno, South Moravian Region, Czech Republic, Department of Botany, PMAS-Arid Agriculture University Rawalpindi, Rawalpindi, Punjab, Pakistan; Klemeš, Jiří Jaromír, Sustainable Process Integration Laboratory – SPIL, Brno University of Technology, Faculty of Mechanical Engineering, Brno, South Moravian Region, Czech Republic; Mubashir, Muhammad, Department of Petroleum Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Munir, Mamoona, Department of Plant Sciences, Quaid-i-Azam University, Islamabad, Islamabad, Pakistan, Department of Biological Sciences, International Islamic University, Islamabad, Islamabad, Pakistan; Zafar, Muhammad Zeshan, Department of Plant Sciences, Quaid-i-Azam University, Islamabad, Islamabad, Pakistan; Bokhari, Awais, Sustainable Process Integration Laboratory – SPIL, Brno University of Technology, Faculty of Mechanical Engineering, Brno, South Moravian Region, Czech Republic, COMSATS Institute of Information Technology Lahore, Lahore, Punjab, Pakistan; Mukhtar, Ahmad, Department of Chemical Engineering, NFC Institute of Engineering And Fertilizer Research, Faisalabad, Punjab, Pakistan; Saqib, Sidra, COMSATS Institute of Information Technology Lahore, Lahore, Punjab, Pakistan; Khoo, Kuan Shiong, Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia; Loke Show, Pau Loke, Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia",Review,Scopus,2-s2.0-85118502474
"Ansar, R.; Saqib, S.; Mukhtar, A.; Niazi, M.B.K.; Shahid, M.; Jahan, Z.; Kakar, S.J.; Uzair, B.; Mubashir, M.; Ullah, S.; Khoo, K.S.; Lim, H.R.; Loke Show, P.L.","Ansar, Reema (57248039200); Saqib, Sidra (57204928480); Mukhtar, Ahmad (57221157284); Niazi, Muhammad Bilal Khan (58535102600); Shahid, Muhammad Shafiq (57276773800); Jahan, Zaib (57190164332); Kakar, Salik Javed (36998287900); Uzair, Bushra (16247003800); Mubashir, Muhammad (55234503500); Ullah, Sami (8618047500); Khoo, Kuan Shiong (57209198778); Lim, Hooi Ren (57223876652); Loke Show, Pau Loke (47861451300)",57248039200; 57204928480; 57221157284; 58535102600; 57276773800; 57190164332; 36998287900; 16247003800; 55234503500; 8618047500; 57209198778; 57223876652; 47861451300,Challenges and recent trends with the development of hydrogel fiber for biomedical applications,2022,Chemosphere,45,10.1016/j.chemosphere.2021.131956,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114313012&doi=10.1016%2Fj.chemosphere.2021.131956&partnerID=40&md5=a490d19372703d0238a83a17a96fa496,"Department of Chemical Engineering, University of Gujrat, Gujrat, Punjab, Pakistan; COMSATS Institute of Information Technology Lahore, Lahore, Punjab, Pakistan; Department of Chemical Engineering, NFC Institute of Engineering And Fertilizer Research, Faisalabad, Punjab, Pakistan; School of Chemical and Materials Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Department of Bioinformatics and Biotechnology, Government College University Faisalabad, Faisalabad, Pakistan; Department of Healthcare Biotechnology, National University of Sciences and Technology, Islamabad, Pakistan; Department of Biological Sciences, International Islamic University, Islamabad, Islamabad, Pakistan; Department of Petroleum Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Chemistry, King Khalid University, Abha, Asir, Saudi Arabia; Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia","Ansar, Reema, Department of Chemical Engineering, University of Gujrat, Gujrat, Punjab, Pakistan; Saqib, Sidra, COMSATS Institute of Information Technology Lahore, Lahore, Punjab, Pakistan; Mukhtar, Ahmad, Department of Chemical Engineering, NFC Institute of Engineering And Fertilizer Research, Faisalabad, Punjab, Pakistan; Niazi, Muhammad Bilal Khan, School of Chemical and Materials Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Shahid, Muhammad Shafiq, Department of Bioinformatics and Biotechnology, Government College University Faisalabad, Faisalabad, Pakistan; Jahan, Zaib, School of Chemical and Materials Engineering, National University of Sciences and Technology, Islamabad, Pakistan; Kakar, Salik Javed, Department of Healthcare Biotechnology, National University of Sciences and Technology, Islamabad, Pakistan; Uzair, Bushra, Department of Biological Sciences, International Islamic University, Islamabad, Islamabad, Pakistan; Mubashir, Muhammad, Department of Petroleum Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ullah, Sami, Department of Chemistry, King Khalid University, Abha, Asir, Saudi Arabia; Khoo, Kuan Shiong, Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia; Lim, Hooi Ren, Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia; Loke Show, Pau Loke, Department of Chemical and Environmental Engineering, The University of Nottingham Malaysia Campus, Semenyih, Selangor, Malaysia",Article,Scopus,2-s2.0-85114313012
"Ong, T.J.; Tan, C.C.","Ong, Teongjoo (12242129200); Tan, Chye Cheah (58745417900)",12242129200; 58745417900,A Genetic Algorithm for Quantum Circuit Generation in OpenQASM,2022,Lecture Notes in Networks and Systems,1,10.1007/978-3-030-82196-8_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113522533&doi=10.1007%2F978-3-030-82196-8_8&partnerID=40&md5=796d8615145f2733c3e1bc3a8d37b096,"Southern University College, Skudai, Johor, Malaysia; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Ong, Teongjoo, Southern University College, Skudai, Johor, Malaysia; Tan, Chye Cheah, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85113522533
